ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
4095,500000,2,3,2,24,0,1,3,1,0,0,320121,-4972,105648,15324,227644,53694,16608,25721,33637,6797,2585,15782,1
4096,100000,2,1,1,31,0,-1,0,-1,4,0,213911,185324,113108,147721,242258,132136,22606,46160,8457,19655,39187,44371,0
4097,100000,1,2,2,67,-1,-1,-1,0,6,1,205598,207593,344972,252099,266893,274520,6389,11301,55960,43577,13105,5160,0
4098,20000,1,4,2,79,1,-1,0,3,1,0,197995,36443,171578,2710,220331,37880,56496,49051,22406,57559,12799,54055,1
4099,200000,2,1,2,27,1,2,3,-1,1,5,164511,309275,122000,380139,13251,18062,28602,40897,36834,13576,48390,38953,1
4100,50000,1,2,2,71,1,1,-1,-1,0,1,169513,333639,225521,63529,394556,386350,53332,4829,4769,7116,11270,51022,1
4101,10000,1,2,3,44,3,1,-1,-1,1,2,279893,327202,152587,352716,74818,265313,26072,17106,25988,33051,14293,18762,1
4102,500000,2,2,2,29,-1,-1,0,1,-1,0,2304,31721,254092,171755,273276,95559,10590,51425,55750,26398,57061,19814,0
4103,20000,2,4,2,64,0,1,-1,0,0,0,-9940,166456,334936,-9829,109116,142806,30697,7982,2477,58800,23304,30450,1
4104,10000,1,2,2,51,0,-1,1,0,0,6,321875,184358,241503,48791,229641,345553,56494,22873,53947,33606,15274,43359,0
4105,10000,2,2,2,33,2,2,1,3,1,1,78425,137370,169542,84934,45570,37679,56814,14105,10199,19818,13269,30109,1
4106,80000,2,3,1,59,-1,-1,0,2,0,-1,203504,118933,52947,186902,345577,259386,40815,19679,38990,14721,14286,27499,0
4107,20000,1,1,1,30,2,7,1,-1,0,-1,226339,32979,164396,263996,16034,167867,52980,18569,22629,34412,35975,35712,1
4108,300000,1,2,1,55,5,0,-1,-1,0,3,157844,210061,16834,369120,56845,342529,676,35384,18097,35441,51617,14654,0
4109,100000,2,2,2,67,1,-1,-1,0,1,2,105949,122047,-340,97032,316557,359783,29689,23980,19762,2562,14872,8461,0
4110,50000,1,2,1,41,-1,-1,0,-1,1,-1,39321,182018,333254,-9983,67850,300528,59315,8840,39382,39602,36251,58613,0
4111,10000,1,2,2,30,7,4,7,1,-1,-1,80365,119191,318399,228874,84095,-2064,49507,20183,29412,54002,426,28828,1
4112,80000,1,3,1,69,0,7,2,0,4,0,144033,286766,86873,242097,-7362,165873,58423,58673,40784,21351,24931,44167,0
4113,20000,2,2,2,28,0,1,-1,2,1,0,146537,5238,386857,44616,381900,97242,17732,9269,45194,20191,27906,51941,1
4114,500000,2,3,1,37,-1,3,-1,2,0,7,365131,388832,45029,129978,336805,228454,14325,13874,1427,41016,14672,36896,0
4115,30000,1,4,2,23,1,-1,0,4,1,3,124993,49220,303956,238475,354639,395572,54744,28676,8008,23615,14198,40647,1
4116,80000,2,2,2,38,0,1,0,0,0,1,132510,368226,198413,291502,9489,390517,57006,11999,4757,34281,20097,29739,0
4117,10000,2,2,2,24,-1,-1,0,-1,1,0,160519,167734,282894,169355,283398,91898,24035,34158,4590,26899,46907,9210,0
4118,20000,1,1,1,53,0,-1,3,0,3,-1,68937,250205,44233,199491,84173,307185,3124,4582,40183,17918,50753,48697,0
4119,30000,2,1,2,28,-1,-1,0,0,2,-1,293749,143542,110405,276892,-7499,112671,57622,10396,13949,58649,1915,15903,0
4120,10000,1,2,3,24,0,0,-1,5,0,1,106051,38856,64586,268635,339109,117014,5862,11721,23082,36862,45281,44884,1
4121,200000,2,2,2,68,0,-1,0,1,0,0,224854,46444,89577,240165,262303,7906,13190,58651,22951,48303,59751,54197,0
4122,500000,2,2,1,25,1,3,-1,5,-1,5,325663,43807,369734,38593,245943,335820,34391,20620,40608,52687,47183,57875,1
4123,500000,2,2,2,43,0,-1,-1,-1,2,0,105538,388610,9405,395135,89319,10987,40628,34845,27402,4607,20289,29276,0
4124,30000,1,2,2,78,2,1,-1,0,6,0,301142,233853,263531,323330,195083,248386,50706,26632,15372,50350,19545,5425,1
4125,200000,1,3,3,45,0,8,1,0,2,-1,220844,147506,170677,236707,192155,213732,15124,5768,25580,47542,34768,22153,1
4126,100000,2,2,1,46,0,3,5,2,0,0,277951,51135,45063,49393,153950,374150,3947,38320,13577,23346,18569,21809,0
4127,10000,2,3,3,61,-1,0,-1,-1,1,-1,330266,17431,59731,177281,293298,267553,19912,5796,20527,25608,45840,29482,0
4128,10000,2,3,2,54,0,4,7,1,-1,1,123197,310652,380957,234296,391237,392493,9097,5339,23530,30509,34590,18431,0
4129,100000,1,2,2,68,-1,2,-1,0,1,3,62546,306133,152113,196351,231624,144910,51760,18384,42073,57073,28373,19180,1
4130,80000,2,3,2,79,1,-1,0,0,-1,0,293893,149104,260887,344760,76989,233265,3950,54312,23322,54499,22239,15329,0
4131,10000,1,1,1,55,0,4,2,0,-1,-1,54912,237329,-3245,375137,146698,242687,42050,1376,32390,22361,44606,8700,1
4132,500000,1,3,1,78,-1,-1,0,2,0,-1,305980,111776,3948,326711,26354,119535,18661,37167,6700,32518,22484,48044,0
4133,200000,1,2,1,28,0,-1,0,-1,2,-1,326134,201677,215484,288199,91365,338240,7966,22836,23316,57891,22575,6339,0
4134,100000,1,2,2,66,0,1,0,2,0,5,43176,155717,290701,123653,52571,297961,47514,15781,25530,29857,5633,1712,0
4135,500000,1,2,2,52,-1,1,2,-1,-1,-1,285751,59429,7421,30570,346761,64675,19849,37338,26723,17191,418,42260,1
4136,500000,1,3,3,55,0,5,3,1,1,0,90367,328391,317,397144,178047,102361,23311,37730,9427,38640,50696,45139,0
4137,500000,2,3,2,69,5,-1,-1,0,0,0,377486,210834,286696,262743,334155,36405,28038,49643,33486,1646,57072,35495,0
4138,30000,1,2,2,35,0,1,1,6,-1,-1,197481,315480,372095,86989,89189,31796,34057,2232,18208,5382,4976,40781,1
4139,300000,1,2,2,55,7,-1,0,0,-1,5,171885,255143,283369,231244,398511,14578,26368,13586,42841,12410,38261,13291,0
4140,100000,1,1,2,31,1,-1,-1,-1,-1,-1,2979,53332,394620,34881,136859,10884,49470,37467,17474,11380,17462,50395,0
4141,200000,2,2,1,68,-1,-1,2,-1,2,-1,231537,260315,316759,231317,42801,240068,51251,50492,39587,55524,48694,33330,0
4142,300000,2,2,1,28,-1,5,2,1,2,5,375214,375667,245422,113201,163111,374669,57831,15043,29805,14080,21513,44563,0
4143,20000,2,3,1,32,-1,2,0,0,-1,-1,137274,383785,23181,51335,269633,36068,20981,12722,48002,27845,15570,21311,1
4144,80000,1,3,3,43,-1,3,0,-1,7,1,285607,81570,114838,361652,333543,172872,1204,55949,43810,5495,50665,46660,0
4145,20000,2,3,2,51,-1,0,-1,-1,4,5,266604,248147,253058,33682,130131,61982,30819,11575,20191,264,54062,33110,0
4146,30000,1,2,2,36,-1,1,4,3,5,-1,108706,58027,353007,218698,81432,82593,59974,582,15987,25114,14466,31097,0
4147,80000,1,3,1,53,0,8,5,3,6,0,188948,331544,365930,105165,235976,7764,21313,26562,7757,21025,25753,5416,0
4148,300000,1,3,2,70,2,0,2,5,1,-1,75554,128181,250864,142736,248877,273289,53689,26055,40967,54146,44389,26917,0
4149,300000,2,2,3,28,-1,-1,0,0,-1,0,271310,5852,76476,281084,40076,43290,25871,58225,39219,27055,38409,54644,0
4150,50000,1,3,2,75,4,6,0,6,-1,0,87302,68197,305148,60649,302351,268353,4459,50675,26706,49752,4510,55928,1
4151,50000,2,2,1,61,0,0,6,0,2,4,157874,79127,249457,181721,226429,2795,27260,7821,42282,15489,49010,22814,0
4152,100000,2,2,2,56,4,1,-1,-1,2,0,301649,39020,115021,395822,44575,56357,932,56897,25448,56446,56826,59657,1
4153,500000,2,4,1,55,-1,-1,0,-1,-1,-1,278470,32065,21229,132355,125954,143003,8929,57244,20135,22336,18295,11515,0
4154,500000,1,2,2,59,-1,2,5,0,1,1,43543,-2824,350823,216647,144053,41361,58261,51823,53732,57642,5763,22881,0
4155,30000,2,4,1,43,2,4,3,1,0,-1,13831,391405,348903,44327,365111,87234,4178,13303,51048,18328,38303,9488,1
4156,20000,2,3,2,52,3,0,-1,-1,6,0,216254,57642,144454,372240,275411,246819,1558,40984,34044,47922,20146,49037,1
4157,200000,2,3,3,23,4,2,-1,-1,-1,1,5868,211290,163217,201127,148031,117911,16593,16393,44286,45246,24514,34743,1
4158,50000,2,3,1,27,5,1,-1,0,0,-1,188746,308962,375226,322788,263084,125730,12130,30408,13776,5867,9933,42012,1
4159,20000,1,3,2,53,-1,5,0,6,2,5,368959,2246,50939,55005,26032,203861,46194,18012,52469,58678,46778,15730,1
4160,10000,1,2,3,71,0,-1,0,-1,-1,-1,312164,24817,398686,130156,235942,71509,21029,243,14114,14366,51055,21091,0
4161,80000,1,2,2,21,3,-1,-1,2,0,-1,137269,75332,249574,365330,48073,132766,59332,24478,10690,9333,6145,37977,0
4162,50000,2,3,2,23,7,0,-1,4,-1,0,361340,305226,186261,-4183,92271,235866,36693,42272,52361,41255,32639,29772,0
4163,100000,1,2,2,50,0,1,-1,2,5,0,126879,131002,362994,26590,221523,186988,29004,12696,37072,43360,29219,6692,0
4164,30000,1,2,1,60,0,-1,6,-1,0,1,396015,136163,35886,207557,392635,266817,2001,55881,46022,5222,35557,2875,0
4165,200000,2,4,2,70,0,1,2,-1,0,-1,110368,12691,383345,195856,211771,310564,23027,3121,7127,18222,26565,30894,0
4166,150000,1,2,1,30,2,-1,-1,-1,1,0,329243,265006,148020,276242,42076,173572,50258,55683,43246,42544,30058,6089,1
4167,80000,2,3,1,75,1,-1,-1,8,0,5,107046,343788,69928,318390,171898,288729,38364,30914,19701,1997,1156,3100,1
4168,20000,2,2,2,67,-1,2,1,8,-1,0,22252,40568,80976,82403,50107,350077,18197,27258,53199,54787,29383,48337,1
4169,100000,1,1,1,61,-1,0,0,3,1,-1,184075,284247,67340,136721,302297,124142,58038,13442,22293,39543,43117,53204,0
4170,150000,2,3,2,59,0,0,-1,-1,0,1,79578,244997,374736,167914,46569,376096,14593,13013,38238,7487,33501,25705,0
4171,50000,2,2,2,79,1,0,0,-1,-1,2,9416,104038,306134,83830,3053,263392,49381,871,8499,27256,26029,50157,1
4172,30000,1,3,1,35,5,0,-1,-1,0,0,327146,31590,255680,288189,-7462,33040,37330,32250,6095,2767,51402,17423,1
4173,100000,2,1,1,75,-1,-1,-1,1,2,-1,2018,20736,182910,289185,95424,396272,22013,7358,31270,57716,22205,29719,0
4174,50000,1,1,2,66,-1,-1,1,5,-1,-1,78837,279065,34527,-7350,44864,392831,8967,36075,31674,20106,53917,2115,0
4175,80000,1,3,3,66,-1,0,0,-1,-1,0,351318,15055,357680,377669,109709,156938,4587,50146,18702,20336,39785,37625,0
4176,50000,1,2,2,67,-1,1,0,0,-1,-1,388847,322810,166014,213907,323236,371137,45335,53705,38959,41441,56295,19022,1
4177,50000,2,2,3,21,-1,-1,0,0,-1,0,337735,337886,172059,108541,230977,336319,18648,57139,47516,9781,52067,48652,0
4178,200000,2,2,3,50,-1,-1,-1,1,-1,1,91186,218278,367683,227864,22514,56183,5200,53480,9962,46788,12315,37476,0
4179,80000,2,4,2,58,2,2,2,3,-1,0,130288,330576,261317,256699,352795,379915,10587,14733,28086,46227,4964,30521,1
4180,80000,2,4,2,53,2,0,-1,1,3,5,62023,85168,-8574,172638,210686,69254,38456,13639,8315,43421,26000,2829,0
4181,150000,1,2,2,76,0,0,1,3,-1,-1,206518,177901,184142,108299,366774,224595,58984,11082,33608,39597,54568,52935,1
4182,50000,1,2,1,27,-1,7,0,0,2,-1,282304,13720,327780,64712,385506,9065,21837,29780,33281,39956,46002,9767,1
4183,20000,1,4,1,75,0,-1,-1,-1,0,0,293923,290273,84444,254580,77926,222577,14668,35886,16887,836,42743,33342,0
4184,300000,2,3,1,46,-1,0,-1,-1,-1,1,253745,328623,357037,21827,341236,67363,50708,1247,28219,11166,47286,26554,0
4185,10000,1,2,1,47,-1,-1,-1,0,-1,2,44338,340709,37436,82511,220983,35148,54135,43833,45259,52088,55784,46310,0
4186,100000,2,3,1,59,8,2,-1,0,2,3,152476,241546,376602,17794,95606,71707,10035,44253,4807,50649,11592,13389,1
4187,30000,2,2,1,68,0,-1,-1,0,0,0,240160,57447,221040,395544,327053,119539,9888,24239,10285,31000,13291,49781,0
4188,30000,1,2,2,25,1,5,1,-1,0,0,29297,155566,71258,-7491,147925,-2763,56957,10346,58574,18247,17249,11738,1
4189,10000,1,3,2,64,1,5,2,0,1,0,367766,54074,240203,72879,230978,48561,43616,12555,27692,27677,11681,33537,1
4190,500000,2,3,2,42,-1,0,-1,2,0,0,317532,25662,139002,144428,147848,46198,49627,46573,9819,7453,44965,54241,0
4191,80000,1,2,2,59,3,-1,-1,-1,1,-1,145293,118527,320510,272857,1081,302117,55476,14537,51685,12054,4996,31403,1
4192,50000,2,3,2,47,6,2,5,1,0,1,97979,84742,18685,290139,126014,246303,29690,6932,55659,51738,34159,8557,1
4193,200000,2,2,2,31,0,-1,-1,3,-1,-1,217718,239144,88847,658,42834,343687,49134,25991,33412,40631,140,12313,0
4194,10000,1,3,2,62,0,2,-1,-1,1,-1,55849,38386,61782,386039,182384,265235,36477,4754,32929,17877,39594,49302,0
4195,100000,1,2,1,63,3,5,0,1,0,-1,96328,11257,20180,399843,192128,270879,46215,58771,29572,36139,744,3290,1
4196,80000,2,4,3,42,0,0,-1,4,2,-1,149328,38130,396591,145701,169866,254771,33457,46270,892,24727,45981,17093,0
4197,100000,2,2,2,27,5,-1,-1,-1,2,0,376196,270626,318594,196465,318558,280866,5766,32393,51560,24483,26345,18780,0
4198,20000,2,2,2,75,0,0,0,-1,0,-1,118751,236821,272775,134544,264906,131811,718,21195,56173,25922,42671,3377,0
4199,500000,2,3,1,40,-1,0,-1,-1,5,-1,270008,308160,72927,-2681,218370,314277,29653,26010,50098,24552,21668,59237,0
4200,30000,2,1,2,68,-1,0,4,-1,0,0,395822,310677,50311,152005,242219,299838,2359,9107,1454,11114,34151,8208,0
4201,150000,1,2,2,41,-1,0,0,3,1,0,103879,23339,278173,28274,355512,344587,59863,27795,3334,46745,51438,19143,0
4202,200000,1,3,2,50,-1,1,-1,-1,0,5,332553,176228,64223,22388,341870,301259,39184,15709,37021,11174,13266,44723,0
4203,50000,1,2,1,70,2,-1,-1,0,-1,0,316527,140445,204598,172640,22644,280038,40006,36873,6525,16669,45912,35073,0
4204,20000,2,3,2,63,0,3,0,0,-1,5,349037,276128,216316,340373,164553,112643,50376,29142,36375,50351,14177,46864,0
4205,30000,1,2,3,59,1,-1,1,2,-1,0,188874,347425,111633,358557,228314,229003,30800,11370,57749,53458,17871,34642,1
4206,300000,2,2,1,39,1,5,-1,0,-1,6,-9042,187717,165285,49795,379850,396647,59907,29993,57964,24340,42533,16574,0
4207,500000,2,2,1,27,-1,0,-1,0,-1,-1,76581,105135,318593,19388,109900,104041,41755,36485,21367,43989,15326,19880,0
4208,500000,2,2,2,50,-1,0,6,3,0,0,276231,15266,372499,237610,202455,252378,868,49201,38171,10978,27682,37762,0
4209,30000,2,2,2,44,2,-1,2,3,0,2,93331,33685,209254,319625,382741,390058,3870,56019,35046,13885,54352,629,1
4210,150000,1,2,1,54,1,0,-1,0,-1,0,288805,61383,1089,-7794,55248,310666,1137,25727,35045,3011,45532,22368,0
4211,20000,2,2,2,50,1,5,0,2,-1,0,301565,250485,331872,357656,222978,177414,56840,29234,30969,54346,11833,19417,1
4212,200000,2,1,3,37,-1,-1,-1,-1,3,-1,199357,304041,5290,313768,322356,-7396,14735,19088,58760,47573,51367,40785,0
4213,80000,2,3,3,24,-1,0,-1,-1,-1,-1,270967,305144,80175,205777,90136,218867,18846,4267,52257,8443,57642,41672,0
4214,200000,2,2,1,70,-1,0,0,-1,-1,-1,58326,131760,73049,305591,192291,238156,55710,44476,7654,1369,30468,2257,0
4215,150000,2,2,2,25,-1,0,0,-1,0,-1,137445,318639,389889,137864,145436,233896,11431,31901,1206,46638,2706,17516,0
4216,500000,1,2,2,53,7,-1,0,-1,-1,0,151154,134513,343220,386550,1885,363315,16158,55075,18757,53821,3107,50160,1
4217,80000,2,3,1,54,0,0,0,0,0,0,359281,374118,145107,-2117,142051,140895,30029,45843,36333,7656,50554,57196,0
4218,50000,1,2,1,48,-1,1,5,8,0,-1,121728,72966,91792,89998,21543,197637,50843,11776,27007,5123,1410,55925,0
4219,100000,1,4,1,26,0,0,-1,1,0,0,292027,-6324,106567,51971,202986,117362,30740,32729,27488,5680,19913,54855,0
4220,20000,2,2,1,39,0,5,6,0,-1,-1,211957,-6444,148065,24989,342654,371715,29231,53913,38318,42124,56581,53534,1
4221,20000,2,4,2,48,-1,8,1,-1,1,-1,39219,168504,121,365913,201185,298986,45806,36338,4624,4139,29111,46661,1
4222,100000,2,2,1,73,-1,0,2,-1,-1,0,313344,270307,213942,101996,183745,38116,22095,43119,3323,2397,44874,13909,0
4223,300000,1,2,2,78,0,2,8,0,-1,0,235678,377915,273711,-2021,-2562,387525,27556,25720,15198,11072,32592,32169,0
4224,100000,2,2,2,39,2,2,1,0,-1,1,337822,259034,155527,389240,133546,158533,3252,25016,2943,33484,39801,12389,1
4225,200000,2,4,1,60,0,3,0,-1,-1,0,345984,206807,298014,298334,14662,319082,35761,4294,9894,47456,18358,6494,0
4226,20000,1,2,2,28,0,-1,-1,-1,-1,0,291045,3374,100457,-5422,14881,319209,21884,46342,35747,26931,1981,14743,0
4227,80000,2,3,1,48,-1,0,-1,3,-1,0,282683,1239,357294,9228,386532,138289,3231,31260,29889,34660,40223,42357,0
4228,150000,2,1,2,26,-1,-1,2,0,4,1,51703,85164,218178,67522,132178,24155,33187,54821,31869,4357,32277,10913,0
4229,50000,2,3,1,45,-1,0,0,-1,-1,0,229846,12822,109712,221550,266585,334521,382,43027,41593,48645,30598,46797,0
4230,10000,1,3,2,71,1,3,1,0,3,-1,169714,368560,244273,249627,391878,169735,8758,38253,38087,17934,42361,53679,1
4231,10000,2,2,2,26,0,0,-1,-1,0,2,311083,216815,398108,276788,326815,95093,12539,348,9729,59074,32460,9472,1
4232,500000,2,3,2,39,1,1,1,0,-1,1,94162,112005,322680,214349,338929,143939,2270,13288,43865,29172,36621,38664,1
4233,150000,2,3,1,47,4,-1,-1,3,-1,-1,322944,375659,138863,267196,347121,24440,2599,19401,48547,6770,58096,29903,1
4234,30000,1,2,3,59,-1,-1,2,2,0,0,122006,24175,343584,140398,301043,103364,40054,9140,24864,28404,57180,29176,0
4235,30000,1,2,2,61,0,-1,2,3,-1,-1,42035,323773,335999,305284,81095,332510,52459,6234,54846,40594,39844,5567,0
4236,10000,1,2,2,79,-1,-1,-1,2,-1,6,296794,341521,196995,324235,360718,293715,6498,9553,33529,11814,32553,31016,0
4237,500000,2,3,2,57,-1,2,0,-1,1,0,116187,187258,267389,66039,347759,101216,53650,16412,3305,14933,41114,21608,0
4238,20000,2,2,3,36,-1,0,0,-1,0,2,-245,370611,258684,226222,295502,149156,15258,39351,19558,34953,59733,49336,0
4239,200000,2,3,2,66,0,1,2,6,-1,2,272243,65235,359784,206705,241016,186038,13550,28472,42927,12252,36832,59234,1
4240,30000,2,2,2,58,1,-1,-1,0,0,0,202910,179702,276108,340640,256660,16413,57722,8491,1431,2688,53737,45043,1
4241,50000,2,4,2,50,3,0,-1,0,0,0,137801,58992,41501,123929,394457,315970,20093,38427,59903,14018,50684,5198,0
4242,30000,1,3,2,53,-1,-1,-1,-1,0,1,267615,29208,275220,247240,89668,183879,23483,13941,49962,4963,35939,14477,0
4243,300000,2,2,2,49,3,-1,4,0,3,0,112968,212039,109195,67462,309732,144336,25289,20212,38413,28435,36506,33795,0
4244,10000,1,3,2,24,0,-1,-1,-1,0,-1,51091,293105,83880,234408,51501,150365,32689,18086,2733,5748,42414,38517,0
4245,50000,1,3,2,23,-1,-1,0,0,-1,-1,201415,383466,123945,165931,49832,260897,38790,40670,4345,44692,18402,20757,0
4246,30000,2,1,2,41,-1,-1,1,2,-1,3,183976,169666,184989,279349,346772,230774,55501,16740,70,4417,32335,12617,0
4247,30000,2,2,2,61,5,1,-1,3,0,-1,393920,244245,341050,285840,255577,351786,49124,23279,30172,41528,58789,43336,1
4248,20000,2,2,1,28,0,0,-1,7,5,0,194350,322041,347676,768,145430,237581,19320,43717,54135,817,1677,55213,0
4249,500000,1,2,2,47,0,3,0,-1,2,-1,331813,69482,261909,345318,327700,35932,11769,12321,14724,41728,33038,59444,1
4250,50000,1,2,2,35,0,-1,-1,0,-1,-1,324365,298489,1040,219931,158125,113069,39219,47922,30051,23146,26585,45209,0
4251,80000,1,2,2,65,2,1,3,-1,-1,-1,394864,50818,35078,333778,51126,123165,21949,13066,56894,46885,49785,12615,1
4252,50000,2,2,2,71,2,0,6,1,2,4,369575,21922,368222,26981,386843,156245,35459,35893,44266,29399,7832,34423,0
4253,500000,2,2,2,70,-1,0,3,0,0,0,172331,144509,340780,226277,284904,367833,38343,23556,22871,25621,33725,21621,0
4254,50000,1,2,1,40,1,0,2,1,0,1,339175,131569,362074,185951,338308,292138,1502,2107,16968,34203,58402,9386,1
4255,50000,2,1,2,66,-1,0,0,-1,1,-1,342888,242105,187481,48619,102965,325370,18465,52563,6129,46146,54759,40561,0
4256,50000,2,2,1,22,-1,2,4,-1,-1,-1,222505,387636,386986,302826,100488,312756,26562,5880,30093,5968,8470,6698,0
4257,50000,1,2,1,38,1,-1,3,1,-1,1,325411,347374,60034,14984,118866,39846,53660,29034,6314,47843,32867,2661,1
4258,10000,1,1,3,73,2,-1,0,0,-1,0,103636,205222,7499,84012,101705,39211,46544,41664,23070,4254,29669,22483,1
4259,150000,2,3,2,51,4,1,3,-1,1,0,58008,281978,139859,362090,761,323824,250,30844,16381,56982,20983,4801,1
4260,10000,1,3,1,75,2,0,0,-1,2,-1,54639,153091,16862,383333,273199,27449,9807,25709,22928,48784,19487,15990,0
4261,30000,1,3,1,60,-1,1,0,-1,1,2,291786,16988,98193,258241,124205,335566,47996,7481,45839,5779,21009,4264,1
4262,30000,2,4,1,53,-1,-1,1,-1,2,-1,25330,298157,344119,362115,189863,342724,48408,20073,9754,41617,21770,1716,0
4263,30000,1,3,1,40,2,0,0,0,0,6,139197,263215,159160,273468,339348,138617,49107,34765,55806,49581,31335,37922,0
4264,200000,1,3,1,41,0,3,3,1,2,2,168603,85492,337361,119262,245198,97468,23682,9605,57112,47837,48025,11626,0
4265,100000,2,2,1,24,0,0,4,4,-1,1,23186,32204,67052,310925,397247,57975,184,52183,53238,2859,59381,32327,0
4266,500000,2,3,3,68,-1,0,-1,-1,6,-1,4618,192552,221281,216991,373889,198641,20692,29916,11178,34865,57960,41594,0
4267,50000,2,2,2,39,-1,3,0,0,-1,0,334437,175926,1170,48253,90515,336679,4570,16783,55734,7065,17050,38029,0
4268,500000,1,3,1,26,2,0,-1,1,0,0,-4453,216207,209619,218418,293074,43039,19678,46324,7760,13825,176,31720,1
4269,10000,2,2,3,60,-1,6,0,6,-1,0,205368,164203,93175,159318,333856,132970,9275,49673,4695,18099,35054,50534,1
4270,100000,1,4,2,57,1,0,-1,0,1,-1,118985,144541,156314,259786,299606,8677,40244,2712,50976,58517,28741,53132,1
4271,200000,1,2,1,76,0,-1,-1,0,-1,0,83973,-9523,385856,157516,388977,68836,11174,24268,31607,20334,56981,22156,0
4272,100000,2,3,1,29,-1,0,-1,1,-1,1,179898,396130,195954,332329,253248,190164,43659,30474,8077,27765,15835,45771,0
4273,500000,1,4,1,67,-1,0,0,0,5,2,66820,216366,195102,379017,393220,-7789,32463,10666,31618,29219,21409,58921,0
4274,50000,2,3,2,71,-1,7,-1,-1,-1,7,251843,-8309,33460,214686,129048,132884,56469,44580,1265,52555,48798,52667,0
4275,10000,1,2,2,31,-1,-1,-1,0,4,1,237499,354194,230528,212234,189118,374827,35866,31023,19628,27216,27233,24924,0
4276,200000,1,2,2,66,2,-1,1,2,-1,-1,382519,79560,24994,104513,330652,169904,35806,23164,42606,33580,13900,22031,0
4277,10000,2,3,2,51,-1,1,0,-1,-1,-1,252673,252454,25883,117386,283113,6687,5281,1120,47215,46097,54943,4055,1
4278,200000,2,2,1,74,4,0,-1,0,0,2,44862,342063,346317,292606,316342,261092,5122,779,10173,16187,16870,45182,1
4279,200000,2,2,1,28,0,0,0,4,7,2,91850,89539,301074,257373,352494,132846,16415,56232,12307,11115,27167,50397,1
4280,300000,1,3,2,78,0,-1,0,-1,0,7,25407,38645,248621,294062,355146,177886,16209,14813,56540,2052,3615,25537,0
4281,80000,2,4,2,55,0,-1,-1,0,0,0,309726,299807,25378,314384,397944,170923,35867,44544,44686,10600,53043,19189,0
4282,300000,2,2,2,68,-1,-1,-1,3,6,-1,134709,383512,232959,38888,167106,231164,31307,30564,47647,20604,16802,12863,0
4283,20000,2,2,1,44,-1,0,1,1,-1,-1,56443,367743,14276,212872,189641,333614,13684,41468,42201,4376,31630,33934,0
4284,80000,1,3,2,36,1,-1,2,-1,-1,0,113904,25333,323241,-4542,342792,73650,18376,34219,14232,59158,20221,55175,0
4285,20000,1,3,2,59,1,2,0,1,7,6,49927,339063,220795,348718,355591,273165,55573,48966,13135,47248,5283,8489,1
4286,200000,2,4,1,57,0,-1,1,0,0,-1,218472,370933,126371,26495,198554,316846,11873,19175,36201,32460,55859,30674,0
4287,200000,1,3,2,69,-1,-1,0,-1,2,3,239545,124055,161088,197913,43934,395606,10805,42835,15891,14683,33564,34609,0
4288,300000,1,2,2,76,-1,0,-1,2,-1,0,290302,325097,385385,331353,293674,274714,44918,41988,28328,52250,36756,32733,0
4289,200000,2,3,2,45,-1,0,4,1,-1,-1,154424,219850,67448,387491,145354,84993,41852,23122,51286,48324,49046,15350,0
4290,50000,2,3,2,32,5,-1,0,0,1,-1,120370,396540,97642,25148,370322,97734,5881,30400,19720,5001,39381,15694,0
4291,10000,2,2,2,69,0,2,-1,0,0,-1,29328,106437,229065,299604,95510,222137,19427,42294,12430,16859,37942,42221,1
4292,500000,2,1,2,32,0,-1,3,0,-1,-1,328900,37408,377161,73567,102155,214619,22853,52823,52166,56542,59011,58952,0
4293,80000,1,3,1,73,-1,-1,-1,1,0,-1,74969,358601,315268,209583,374726,311204,45692,55416,54375,36771,42063,4178,0
4294,10000,2,1,2,65,1,-1,-1,-1,0,3,342900,326429,153484,357331,96265,381858,57385,19256,8091,181,50079,50722,1
4295,500000,1,4,1,72,-1,-1,1,0,-1,2,52658,48685,100572,18567,155207,309426,7893,22647,49090,5869,4679,42673,0
4296,500000,1,2,2,58,-1,0,-1,-1,1,0,49964,265307,44620,-1731,144079,19074,33146,31504,28333,29122,45433,39140,0
4297,80000,1,2,2,40,-1,-1,-1,0,0,0,241090,131160,139836,56020,319668,375533,25918,30286,36795,24345,594,6433,0
4298,200000,1,4,1,47,7,-1,0,5,-1,-1,6621,294213,172687,90967,-9977,31778,21257,38499,42858,3539,46022,38986,0
4299,10000,2,1,1,66,0,1,1,-1,2,0,164291,197535,940,341716,258292,17344,35238,26784,48429,55772,16024,45736,1
4300,10000,1,1,2,26,1,2,0,-1,0,-1,385935,38598,350719,249988,36710,18372,33558,30584,11962,45199,31265,42854,1
4301,30000,2,2,2,23,2,2,-1,0,-1,3,17100,162891,385496,322038,253718,135035,48436,34814,6353,33049,3517,50514,1
4302,150000,2,4,2,65,0,-1,8,1,0,0,257580,353131,249128,81629,129962,21401,37964,10155,30827,50616,33493,7751,0
